Trait,Species,Value
Wood dry mass per plant dry mass,Impatiens capensis,92.37410072
Seed mass,Acer saccharinum,92.48
Plant height vegetative,Daucus carota,92.5
Seed number per reproducton unit,Lythrum salicaria,92.6
Seed mass,Lindera benzoin,92.83
Germination efficiency,Phalaris arundinacea,93
Leaf area,Galium mollugo,93
Leaf area,Juncus articulatus,93
Seed number per reproducton unit,Lythrum salicaria,93
Leaf thickness,Ulmus americana,93
Leaf thickness,Acer rubrum,93
Plant height vegetative,Solidago canadensis,93
Plant height vegetative,Asclepias syriaca,93
Plant height vegetative,Asclepias syriaca,93
Plant height vegetative,Bromus inermis,93
Plant height vegetative,Bromus inermis,93
Plant height vegetative,Solidago canadensis,93
Plant height vegetative,Solidago canadensis,93
Plant height vegetative,Solidago canadensis,93
Leaf dry mass,Potentilla recta,93.03
Leaf dry mass,Potentilla recta,93.03
Leaf area,Oenothera biennis,93.07
Photosynthesis leaf intercellular CO2 concentration,Achillea millefolium,93.0879123
Leaf thickness,Acer saccharinum,93.10344828
Plant height generative,Dactylis glomerata,93.25
Leaf specific area (SLA),Rosa multiflora,93.37591275
Plant height vegetative,Phleum pratense,93.4
Leaf dry mass,Xanthium strumarium,93.45
Leaf dry mass,Xanthium strumarium,93.45
Seed number per reproducton unit,Trifolium pratense,93.5
Seed number per reproducton unit,Trifolium pratense,93.5
Leaf thickness,Prunus serotina,93.6
Leaf area,Asclepias syriaca,93.6
Leaf area,Arisaema triphyllum,93.695
Leaf thickness,Acer spicatum,93.7
Leaf area,Veronica scutellata,93.75
Leaf area,Veronica scutellata,93.75
Leaf thickness,Quercus velutina,93.952
Leaf thickness,Carex crinita,94
Plant height vegetative,Polygonum hydropiper,94
Leaf thickness,Hamamelis virginiana,94
Phenology: reproductive,Urtica dioica,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Asclepias syriaca,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Centaurea jacea,94
Plant height vegetative,Euthamia graminifolia,94
Plant height vegetative,Bromus inermis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Centaurea jacea,94
Plant height vegetative,Bromus inermis,94
Plant height vegetative,Solidago canadensis,94
Plant height vegetative,Solidago canadensis,94
Leaf specific area (SLA),Achillea millefolium,94.07665505
Leaf specific area (SLA),Phleum pratense,94.08576859
Leaf dry mass,Circaea lutetiana,94.19998265
Seed mass,Prunus virginiana,94.3
Photosynthesis leaf intercellular CO2 concentration,Tsuga canadensis,94.31506849
Photosynthesis leaf intercellular CO2 concentration,Tsuga canadensis,94.31506849
Plant height vegetative,Erigeron annuus,94.4
Seed number per reproducton unit,Rubus idaeus,94.4
Leaf specific area (SLA),Plantago lanceolata,94.4
Leaf area,Taraxacum officinale,94.54
Photosynthesis per leaf dry mass,Dodonaea viscosacuneata,94.56
Leaf dry mass,Potentilla recta,94.59087406
Seed mass,Prunus virginiana,94.69
Leaf dry mass,Solanum dulcamara,94.705
Leaf dry mass,Lysimachia vulgaris,94.76660762
Seed mass,Prunus serotina,94.79
Leaf specific area (SLA),Phalaris arundinacea,94.86666667
Leaf specific area (SLA),Ulmus rubra,94.9787234
Leaf specific area (SLA),Ulmus rubra,94.9787234
Leaf specific area (SLA),Myosoton aquaticum,94.98
Plant height generative,Rumex crispus,95
Plant height vegetative,Fagus grandifolia,95
Plant tolerance to frost,Hypericum punctatum,95
Plant tolerance to frost,Impatiens capensis,95
Plant tolerance to frost,Juncus articulatus,95
Plant tolerance to frost,Myrica gale,95
Plant tolerance to frost,Polygonum hydropiperoides,95
Plant tolerance to frost,Rosa palustris,95
Plant tolerance to frost,Sagittaria latifolia,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Asclepias syriaca,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Bromus inermis,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Solidago canadensis,95
Plant height vegetative,Bromus inermis,95
Plant height vegetative,Bromus inermis,95
Plant height vegetative,Solidago canadensis,95
Stomata conductance per leaf area,Urtica dioica,95
Leaf specific area (SLA),Quercus velutina,95.1
Leaf specific area (SLA),Acer rubrum,95.18895957
Leaf specific area (SLA),Acer rubrum,95.24
Seed mass,Tilia americana,95.24
Photosynthesis leaf intercellular CO2 concentration,Quercus rubra,95.36476636
Photosynthesis leaf intercellular CO2 concentration,Quercus rubra,95.36476636
Leaf dry mass,Alnus incana,95.6
Photosynthesis per leaf dry mass,Fraxinus americana,95.60584402
Leaf dry mass,Plantago lanceolata,95.7
Phenology: reproductive,Taraxacum officinale,96
Phenology: reproductive,Taraxacum officinale,96
Plant height vegetative,Oenothera biennis,96
Seed mass,Carya ovata,96
Plant height vegetative,Solidago canadensis,96
Plant height vegetative,Bromus inermis,96
Plant height vegetative,Bromus inermis,96
Plant height vegetative,Bromus inermis,96
Plant height vegetative,Bromus inermis,96
Plant height vegetative,Solidago canadensis,96
Plant height vegetative,Solidago canadensis,96
Plant height vegetative,Centaurea jacea,96
Plant height vegetative,Centaurea jacea,96
Plant height vegetative,Solidago canadensis,96
Plant height vegetative,Bromus inermis,96
Plant height vegetative,Solidago canadensis,96
Plant height vegetative,Solidago canadensis,96
Leaf dry mass,Lysimachia vulgaris,96.16
Plant height vegetative,Oenothera biennis,96.2
Photosynthesis leaf intercellular CO2 concentration,Caulophyllum thalictroides,96.29537313
Leaf specific area (SLA),Rhamnus cathartica,96.3
Photosynthesis leaf intercellular CO2 concentration,Thuja occidentalis,96.52631902
Leaf thickness,Acer spicatum,96.6
Plant height vegetative,Polygonum hydropiper,96.8
Leaf area,Asclepias syriaca,96.83
Leaf area,Quercus rubra,96.95
Leaf specific area (SLA),Bromus inermis,96.96875667
Plant height vegetative,Eupatorium perfoliatum,97
Leaf dry matter content (LDMC),Rumex crispus,97
Leaf dry matter content (LDMC),Rumex crispus,97
Seed number per reproducton unit,Rubus idaeus,97
Plant height vegetative,Bromus inermis,97
Plant height vegetative,Bromus inermis,97
Plant height vegetative,Bromus inermis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Bromus inermis,97
Plant height vegetative,Bromus inermis,97
Plant height vegetative,Bromus inermis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Solidago canadensis,97
Plant height vegetative,Centaurea jacea,97
Plant height vegetative,Solidago canadensis,97
Leaf specific area (SLA),Quercus rubra,97.2
Leaf specific area (SLA),Populus deltoides,97.37098345
Photosynthesis per leaf dry mass,Quercus rubra,97.59415917
Leaf specific area (SLA),Daucus carota,97.8
Leaf specific area (SLA),Apocynum cannabinum,97.8816
Leaf dry mass,Silene vulgaris,97.95460331
Leaf area,Parthenocissus quinquefolia,97.96009
Germination efficiency,Bidens frondosa,98
Leaf area,Galium aparine,98
Leaf thickness,Quercus velutina,98
Plant height vegetative,Asclepias syriaca,98
Plant height vegetative,Asclepias syriaca,98
Plant height vegetative,Bromus inermis,98
Plant height vegetative,Solidago canadensis,98
Stomata conductance per leaf area,Dactylis glomerata,98
Leaf specific area (SLA),Acer saccharum,98.04
Photosynthesis leaf intercellular CO2 concentration,Panicum capillare,98.08532468
Photosynthesis leaf intercellular CO2 concentration,Panicum capillare,98.08532468
Leaf specific area (SLA),Achillea millefolium,98.23677582
Seed mass,Prunus serotina,98.3
Plant height vegetative,Asclepias syriaca,98.6
Plant height vegetative,Asclepias syriaca,98.6
Leaf dry mass,Dactylis glomerata,98.88627384
Leaf specific area (SLA),Quercus alba,99
Leaf specific area (SLA),Prunus serotina,99
Germination efficiency,Plantago major,99
Leaf area,Dactylis glomerata,99
Leaf area,Dactylis glomerata,99
Seed number per reproducton unit,Silene vulgaris,99
Plant height vegetative,Bromus inermis,99
Plant height vegetative,Bromus inermis,99
Plant height vegetative,Bromus inermis,99
Plant height vegetative,Bromus inermis,99
Plant height vegetative,Bromus inermis,99
Plant height vegetative,Bromus inermis,99
Plant height vegetative,Solidago canadensis,99
Plant height vegetative,Solidago canadensis,99
Plant height vegetative,Solidago canadensis,99
Plant height vegetative,Solidago canadensis,99
Plant height vegetative,Solidago canadensis,99
Plant height vegetative,Centaurea jacea,99
Plant height vegetative,Solidago canadensis,99
Plant height vegetative,Bromus inermis,99
Stomata conductance per leaf area,Glechoma hederacea,99
Leaf dry matter content (LDMC),Rumex obtusifolius,99.29
Leaf dry matter content (LDMC),Rumex obtusifolius,99.29
Photosynthesis per leaf dry mass,Lythrum salicaria,99.3
Plant height vegetative,Solidago canadensis,99.4
Seed mass,Lindera benzoin,99.69
Seed number per reproducton unit,Parthenocissus quinquefolia,99.9
Leaf thickness,Acer rubrum,99.90049751
Photosynthesis per leaf dry mass,Fraxinus americana,100
Photosynthesis per leaf dry mass,Acer saccharum,100
Seed mass,Lindera benzoin,100
Stomata conductance per leaf area,Ambrosia artemisiifolia,100
Stomata conductance per leaf area,Panicum capillare,100
Phenology: reproductive,Taraxacum officinale,100
Seed number per reproducton unit,Melilotus officinalis,100
Seed number per reproducton unit,Rumex obtusifolius,100
Seed number per reproducton unit,Rumex obtusifolius,100
Leaf thickness,Acer saccharum,100
Plant height vegetative,Sambucus nigra,100
Plant lifespan,Acer negundo,100
Plant lifespan,Robinia pseudoacacia,100
Plant lifespan,Salix alba,100
Plant lifespan,Acer pensylvanicum,100
Plant lifespan,Prunus serotina,100
Plant lifespan,Robinia pseudoacacia,100
Rooting depth,Populus tremuloides,100
Plant tolerance to frost,Acer negundo,100
Plant tolerance to frost,Acer pensylvanicum,100
Plant tolerance to frost,Acer rubrum,100
Plant height vegetative,Acer saccharum,100
Plant tolerance to frost,Acer spicatum,100
Plant tolerance to frost,Achillea millefolium,100
Plant tolerance to frost,Alnus incana,100
Plant tolerance to frost,Apocynum cannabinum,100
Plant height vegetative,Betula alleghaniensis,100
Plant tolerance to frost,Boehmeria cylindrica,100
Plant height vegetative,Carya cordiformis,100
Plant tolerance to planting density,Catalpa speciosa,100
Plant tolerance to frost,Cornus canadensis,100
Plant tolerance to frost,Cornus sericea,100
Plant tolerance to precipitation,Cynodon dactylon,100
Plant tolerance to frost,Cyperus strigosus,100
Plant tolerance to frost,Equisetum fluviatile,100
Plant tolerance to frost,Fagus grandifolia,100
Plant tolerance to frost,Glyceria striata,100
Plant tolerance to frost,Helianthus tuberosus,100
Plant tolerance to planting density,Juglans cinerea,100
Plant height vegetative,Juglans nigra,100
Plant tolerance to planting density,Juglans nigra,100
Plant tolerance to frost,Muhlenbergia mexicana,100
Plant tolerance to frost,Osmunda cinnamomea,100
Plant tolerance to frost,Ostrya virginiana,100
Plant tolerance to frost,Panicum dichotomiflorum,100
Plant tolerance to frost,Phytolacca americana,100
Plant height vegetative,Platanus occidentalis,100
Plant tolerance to frost,Platanus occidentalis,100
Plant tolerance to frost,Populus deltoides,100
Plant tolerance to frost,Prunus americana,100
Plant tolerance to frost,Prunus serotina,100
Plant height vegetative,Quercus alba,100
Plant height vegetative,Quercus macrocarpa,100
Plant height vegetative,Quercus rubra,100
Plant tolerance to frost,Quercus rubra,100
Plant tolerance to frost,Rhamnus alnifolia,100
Plant tolerance to frost,Rudbeckia laciniata,100
Plant tolerance to frost,Salix alba,100
Plant height vegetative,Salix nigra,100
Plant tolerance to frost,Sambucus nigra,100
Plant tolerance to frost,Symphyotrichum prenanthoides,100
Plant tolerance to frost,Taraxacum officinale,100
Plant tolerance to frost,Thelypteris noveboracensis,100
Plant tolerance to frost,Thuja occidentalis,100
Plant tolerance to frost,Veronica americana,100
Photosynthesis per leaf dry mass,Acer saccharum,100
Plant height vegetative,Polygonum lapathifolium,100
Plant height vegetative,Sonchus oleraceus,100
Plant height vegetative,Solidago canadensis,100
Plant height vegetative,Solidago canadensis,100
Plant height vegetative,Bromus inermis,100
Plant height vegetative,Solidago canadensis,100
Plant height vegetative,Bromus inermis,100
Plant height vegetative,Solidago canadensis,100
Plant height vegetative,Solidago canadensis,100
Plant height vegetative,Oenothera biennis,100.1
Leaf area,Matteuccia struthiopteris,100.2
Leaf area,Matteuccia struthiopteris,100.2
Seed number per reproducton unit,Helianthus tuberosus,100.5
Photosynthesis per leaf dry mass,Polygonum lapathifolium,100.6
Seed mass,Prunus serotina,100.64
Seed mass,Prunus serotina,100.64
Photosynthesis leaf intercellular CO2 concentration,Acer platanoides,100.6573684
Photosynthesis leaf intercellular CO2 concentration,Acer platanoides,100.6573684
Plant height vegetative,Eupatorium perfoliatum,100.7
Plant height vegetative,Verbena hastata,100.7
Plant height vegetative,Solidago canadensis,100.8
Leaf thickness,Acer rubrum,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Asclepias syriaca,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Bromus inermis,101
Plant height vegetative,Solidago canadensis,101
Plant height vegetative,Solidago canadensis,101
Stomata conductance per leaf area,Prunella vulgaris,101
Stomata conductance per leaf area,Urtica dioica,101
Leaf specific area (SLA),Betula papyrifera,101.01
Leaf specific area (SLA),Salix alba,101.010101
Leaf specific area (SLA),Achillea millefolium,101.0273973
Leaf specific area (SLA),Phalaris arundinacea,101.125
Plant height vegetative,Oenothera biennis,101.3
Leaf area,Tanacetum vulgare,101.36
Leaf dry mass,Fragaria vesca,101.4418658
Leaf specific area (SLA),Achillea millefolium,101.8666667
Seed mass,Prunus virginiana,102
Photosynthesis per leaf dry mass,Plantago lanceolata,102
Leaf thickness,Panicum capillare,102
Phenology: reproductive,Plantago lanceolata,102
Plant height vegetative,Bromus inermis,102
Plant height vegetative,Solidago canadensis,102
Plant height vegetative,Bromus inermis,102
Plant height vegetative,Asclepias syriaca,102
Plant height vegetative,Asclepias syriaca,102
Plant height vegetative,Bromus inermis,102
